title,series,author,genres,pages,publishDate,publishYear,rating,likedPercent,price
Out of the Night: The Memoir of Richard Julius Herman Krebs alias Jan Valtin,standalone,Jan Valtin,"['History', 'Nonfiction', 'Biography', 'Politics', 'Memoir', 'World War II', 'War', 'Autobiography', 'Contemporary', 'Biography Memoir']",720,May 1st 2004,2004,4.51,97.0,95.83
Alec Forbes and His Friend Annie,standalone,George MacDonald,"['Fiction', 'Christian Fiction']",254,October 1st 1990,1990,4.51,99.0,5.41
Stardust and Sheets,standalone,Saiber,['Poetry'],110,February 14th 2015,2015,4.51,97.0,10.80
"One Robe, One Bowl: The Zen Poetry of Ryōkan",standalone,Ryōkan,"['Poetry', 'Buddhism', 'Zen', 'Japan', 'Spirituality', 'Philosophy', 'Japanese Literature', 'Literature', 'Asia', 'Religion']",96,2006,2006,4.51,98.0,14.64
Golden Daughter,Tales of Goldstone Wood,Anne Elisabeth Stengl,"['Fantasy', 'Christian Fiction', 'Christian', 'Romance', 'Fiction', 'Young Adult', 'Christian Fantasy', 'Dragons', 'Young Adult Fantasy', 'Fairy Tale Retellings']",570,November 25th 2014,2014,4.5,97.0,23.73
The Fight for Kidsboro,Adventures in Odyssey: Kidsboro,Marshal Younger,"['Christian', 'Christian Fiction']",312,October 1st 2011,2011,4.5,96.0,14.80
Mermaid in a Bowl of Tears,Exit Unicorns,Cindy Brandner,"['Historical Fiction', 'Fiction', 'Ireland', 'Romance']",768,July 1st 2007,2007,4.5,98.0,26.51
This Thing of Darkness,standalone,Harry Thompson,"['Historical Fiction', 'Fiction', 'Historical', 'Adventure', 'Literary Fiction', 'Travel', 'Literature', 'Historical Romance', 'Evolution', 'Modern']",626,2005,2005,4.5,97.0,0.87
The Four Agreements Toltec Wisdom Collection: The Four Agreements/The Mastery of Love/The Voice of Knowledge,standalone,Miguel Ruiz,"['Self Help', 'Spirituality', 'Nonfiction', 'Philosophy', 'Psychology']",856,September 1st 2008,2008,4.5,98.0,20.74
The Books of Bayern Box Set,The Books of Bayern,Shannon Hale,"['Fantasy', 'Romance', 'Young Adult', 'Fiction', 'Fairy Tales', 'Childrens', 'Retellings', 'Fairy Tale Retellings', 'Teen', 'Adventure']",1120,September 15th 2009,2009,4.5,97.0,46.54
Devotion and the Devil,The Borderer Chronicles,Mark Montgomery,['Historical Fiction'],431,January 24th 2015,2015,4.5,95.0,2.74
Just Around The Bend: Más o Menos,standalone,Renée Paule,"['Philosophy', 'Inspirational', 'Self Help', 'Nonfiction', 'Spirituality']",168,October 1st 2014,2014,4.5,94.0,6.96
The Forgotten Trinity: Recovering the Heart of Christian Belief,standalone,James R. White,"['Theology', 'Christian', 'Christianity', 'Nonfiction', 'Religion', 'Audiobook', 'God', 'Spirituality']",224,November 1st 1998,1998,4.5,97.0,8.66
Tintin: The Art of Hergé,standalone,Michel Daubert,"['Art', 'Comics', 'Graphic Novels', 'Nonfiction', 'Reference', 'Classics', 'History', 'Biography']",480,November 5th 2013,2013,4.5,98.0,31.99
Louis de Bernières Box Set of 3 books: The War of Don Emmanuel's Nether Parts / Señor Vivo and the Coca Lord / The Troublesome Offspring of Cardinal Guzmán,Latin American Trilogy,Louis de Bernières,"['Fiction', 'Magical Realism', 'English Literature', 'Contemporary', 'British Literature']",0,August 4th 1997,1997,4.5,98.0,15.56
The Inheritance Cycle,The Inheritance Cycle,Christopher Paolini,"['Fantasy', 'Young Adult', 'Fiction', 'Dragons', 'Adventure', 'Magic', 'Childrens', 'Teen', 'Novels', 'Romance']",2912,November 8th 2011,2011,4.5,97.0,30.53
A Memory of Light,The Wheel of Time,Robert Jordan,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Epic', 'Adventure', 'Audiobook', 'Magic', 'Adult']",912,January 8th 2013,2013,4.5,97.0,12.42
Storm and Silence,Storm and Silence,Robert Thier,"['Romance', 'Historical', 'Historical Fiction', 'Historical Romance', 'Fiction', 'Humor', 'Young Adult', 'Adventure', 'New Adult', 'Contemporary']",765,March 19th 2016,2016,4.5,94.0,8.28
Pole Dancing to Gospel Hymns,standalone,Andrea Gibson,"['Poetry', 'LGBT', 'Queer', 'Fiction', 'Feminism', 'Gender', '21st Century', 'Contemporary', 'Romance', 'Womens']",99,June 13th 2008,2008,4.5,97.0,11.95
"Yotsuba&!, Vol. 2",Yotsuba&!,Kiyohiko Azuma,"['Manga', 'Graphic Novels', 'Comics', 'Humor', 'Fiction', 'Slice Of Life', 'Comedy', 'Japanese Literature', 'Young Adult', 'Japan']",190,August 2nd 2005,2005,4.5,99.0,4.90
Believing Christ: The Parable of the Bicycle and Other Good News,standalone,Stephen E. Robinson,"['Religion', 'Lds', 'Nonfiction', 'Church', 'Spirituality', 'Inspirational', 'Christian', 'Lds Non Fiction', 'Faith', 'Self Help']",125,November 1st 2002,2002,4.5,97.0,3.2
Tramp for the Lord,standalone,Corrie ten Boom,"['Christian', 'Biography', 'Nonfiction', 'Memoir', 'History', 'Christianity', 'Faith', 'Religion', 'Autobiography', 'Christian Non Fiction']",192,September 15th 1986,1986,4.5,98.0,7.37
Betty,standalone,Tiffany McDaniel,"['Fiction', 'Historical Fiction', 'Literary Fiction', 'Historical', 'Contemporary', 'Adult Fiction', 'Coming Of Age', 'Novels', 'Adult', 'Audiobook']",416,August 18th 2020,2020,4.5,98.0,24.28
"One-Punch Man, Vol. 1",ワンパンマン / ONE-PUNCH MAN,ONE,"['Manga', 'Comics', 'Graphic Novels', 'Humor', 'Fantasy', 'Fiction', 'Comedy', 'Superheroes', 'Action', 'Science Fiction']",199,September 1st 2015,2015,4.5,96.0,1.66
"The ""Weak"" Subject: On Modernity, Eros, and Women's Playwriting",standalone,Serena Anderlini-D'Onofrio,['Gender Studies'],352,June 1997,1997,4.5,100.0,17.57
Monty Python's Flying Circus: Just The Words - Volumes 1 & 2,The Complete Monty Python's Flying Circus,Graham Chapman,"['Humor', 'Fiction', 'Comedy', 'Drama', 'Tv', 'Film', 'Classics', 'Reference']",696,August 4th 1990,1990,4.5,99.0,2.77
The Boy At the Back of the Class,standalone,Onjali Q. Raúf,"['Middle Grade', 'Realistic Fiction', 'Fiction', 'Novels', 'Childrens', 'Contemporary', 'Family', 'School', 'War', 'Young Adult']",312,July 12th 2018,2018,4.5,97.0,2.24
"Vinland Saga Omnibus, Vol. 8",Vinland Saga,Makoto Yukimura,"['Manga', 'Historical Fiction', 'Graphic Novels', 'Comics', 'Adventure', 'Seinen', 'Fiction', 'Sequential Art', 'Historical', 'Action']",393,December 27th 2016,2016,4.5,99.0,18.22
How to Betray a Dragon's Hero,How to Train Your Dragon,Cressida Cowell,"['Fantasy', 'Dragons', 'Middle Grade', 'Fiction', 'Childrens', 'Audiobook', 'Young Adult', 'Adventure', 'Humor', 'Juvenile']",366,December 24th 2013,2013,4.5,98.0,5.50
"The Jolly Postman, or Other People's Letters",The Jolly Postman,Janet Ahlberg,"['Picture Books', 'Childrens', 'Fiction', 'Fairy Tales', 'Writing', 'Fantasy', 'Classics', 'Humor', 'Animals', 'School']",29,September 1st 1986,1986,4.5,98.0,3.12
"Akira, Vol. 5",Akira: 6 Volumes,Katsuhiro Otomo,"['Manga', 'Comics', 'Graphic Novels', 'Science Fiction', 'Fiction', 'Cyberpunk', 'Japan', 'Japanese Literature', 'Post Apocalyptic', 'Dystopia']",413,January 1st 2002,2002,4.5,99.0,11.86
Magic Breaks,Kate Daniels,Ilona Andrews,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Vampires', 'Magic', 'Paranormal Romance', 'Shapeshifters', 'Adult', 'Fiction']",381,July 29th 2014,2014,4.5,99.0,5.31
"Fullmetal Alchemist, Vol. 1",Fullmetal Alchemist,Hiromu Arakawa,"['Manga', 'Fantasy', 'Graphic Novels', 'Comics', 'Fiction', 'Science Fiction', 'Young Adult', 'Steampunk', 'Adventure', 'Comics Manga']",192,May 3rd 2005,2005,4.5,97.0,2.49
Jesus Calling: Enjoying Peace in His Presence,standalone,Sarah Young,"['Christian', 'Nonfiction', 'Faith', 'Religion', 'Spirituality', 'Christianity', 'Inspirational', 'Christian Living', 'Christian Non Fiction', 'Theology']",384,October 10th 2004,2004,4.5,95.0,3.94
Crow's Revenge,Keeper of the Realms,Marcus Alexander,"['Fantasy', 'Young Adult', 'Magic', 'Fiction', 'Family', 'Urban Fantasy']",448,February 2nd 2012,2012,4.5,95.0,2.78
Spark of Life: A Novel of Resistance,standalone,Erich Maria Remarque,"['Fiction', 'Classics', 'War', 'Historical Fiction', 'German Literature', 'Holocaust', 'Historical', 'World War II', 'Novels', '20th Century']",424,April 1st 2014,2014,4.5,98.0,12.59
Grandpa's Ghost Stories,standalone,James Flora,"['Picture Books', 'Childrens', 'Horror', 'Monsters', 'Halloween']",32,1978,1978,4.5,99.0,21.49
White Hot,Hidden Legacy,Ilona Andrews,"['Urban Fantasy', 'Romance', 'Fantasy', 'Paranormal', 'Magic', 'Paranormal Romance', 'Adult', 'Fiction', 'Mystery', 'Supernatural']",389,May 30th 2017,2017,4.5,98.0,1.65
Nowhere to Go,standalone,Casey Watson,"['Nonfiction', 'Abuse', 'Fostering', 'Biography', 'Psychology', 'Memoir', 'True Crime', 'Autobiography', 'Biography Memoir']",268,October 23rd 2014,2014,4.5,97.0,1.79
The Hunted,The Enemy,Charlie Higson,"['Horror', 'Young Adult', 'Zombies', 'Fiction', 'Dystopia', 'Post Apocalyptic', 'Science Fiction', 'Thriller', 'Survival', 'Teen']",440,September 4th 2014,2014,4.5,99.0,0.85
Illuminance,standalone,Rinko Kawauchi,"['Photography', 'Japan', 'Art', 'Japanese Literature', 'Art and Photography']",352,July 31st 2011,2011,4.5,98.0,286.25
Harry Potter and the Order of the Phoenix,Harry Potter,J.K. Rowling,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Childrens', 'Adventure', 'Audiobook', 'Middle Grade', 'Classics', 'Science Fiction Fantasy']",870,09/28/04,2004,4.5,98.0,7.38
Disney's The Lion King,standalone,Don Ferguson,"['Childrens', 'Picture Books', 'Fiction', 'Animals', 'Fantasy', 'Kids', 'Classics', 'Media Tie In', 'Adventure', 'Drama']",96,December 31st 1994,1994,4.5,97.0,3.13
No Parachute: A Fighter Pilot In World War I,standalone,Arthur Stanley Gould Lee,"['History', 'World War I', 'Nonfiction', 'Aviation', 'Military Fiction', 'Military History']",234,October 1971,1971,4.5,98.0,94.75
"The Law of Accumulation and Breakdown of the Capitalist System, Being also a Theory of Crises",standalone,Henryk Grossmann,"['Philosophy', 'Economics', 'Politics']",240,May 20th 1992,1992,4.5,100.0,25.00
How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease,standalone,Michael Greger,"['Health', 'Nonfiction', 'Nutrition', 'Food', 'Science', 'Self Help', 'Vegan', 'Diets', 'Audiobook', 'Medicine']",576,December 8th 2015,2015,4.5,98.0,11.95
The Fire Next Time,standalone,James Baldwin,"['Nonfiction', 'Essays', 'Race', 'Classics', 'History', 'Politics', 'Social Justice', 'Anti Racist', 'African American', 'Memoir']",106,February 1st 1993,1993,4.5,97.0,11.33
Freedom from Bosses Forever,standalone,Tony Robinson,['Business'],166,July 21st 2014,2014,4.5,94.0,7.76
Harry Potter: Film Wizardry,standalone,Brian Sibley,"['Nonfiction', 'Magic', 'Reference', 'Film', 'Art', 'Childrens', 'Media Tie In', 'Fandom', 'Urban Fantasy', '21st Century']",160,October 19th 2010,2010,4.5,96.0,24.55
The Less Than Epic Adventures of TJ and Amal: Omnibus,The Less Than Epic Adventures of TJ and Amal,E.K. Weaver,"['Graphic Novels', 'Comics', 'LGBT', 'Romance', 'Queer', 'Fiction', 'Contemporary', 'Gay', 'Graphic Novels Comics', 'Webcomic']",527,April 2015,2015,4.5,99.0,32.09
Most of All They Taught Me Happiness,standalone,Robert Muller,['Self Help'],0,November 1st 1978,1978,4.5,100.0,6.87
Herald,standalone,N.F. Houck,['Mythology'],384,January 26th 2010,2010,4.5,94.0,17.32
"Trial by Fire: The Hundred Years War, Volume 2",The Hundred Years War,Jonathan Sumption,"['History', 'Medieval History', 'Military History', 'European History', 'France', 'Medieval', 'Nonfiction', 'War', 'Spanish History', 'British Literature']",655,August 18th 2001,2001,4.5,100.0,14.35
To the End of the Solar System: The Story of the Nuclear Rocket,Apogee Books Space Series,James A. Dewar,"['History', 'Nonfiction', 'Space']",264,January 1st 2008,2008,4.5,100.0,26.97
I Heard God Laughing: Poems of Hope and Joy,standalone,Hafez,"['Poetry', 'Spirituality', 'Fiction', 'Religion', 'Iran', 'Classics', 'Islam', 'Literature', 'Philosophy', 'Mysticism']",93,September 26th 2006,2006,4.5,97.0,14.32
6 weeks of white castle /n rust,standalone,Brandon Thomas DiSabatino,['Poetry'],144,September 1st 2017,2017,4.5,94.0,138.84
Secret Guardians,The Rogues,Lian Tanner,"['Fantasy', 'Adventure']",336,October 1st 2018,2018,4.5,96.0,22.46
Gangsta,standalone,K'wan,"['Urban', 'Fiction', 'Crime']",198,January 1st 2003,2003,4.5,96.0,4.24
Action Words: Journey of a Journalist,standalone,Shaune Bordere,"['Historical Fiction', 'Media Tie In', 'Christian', 'Politics', 'Inspirational', 'African American Literature', 'Novels', 'Journalism', 'African American']",328,February 3rd 2017,2017,4.5,100.0,4.35
Night Watch,Discworld,Terry Pratchett,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Time Travel', 'Science Fiction Fantasy', 'Science Fiction', 'Audiobook', 'Novels', 'High Fantasy']",480,10/27/11,2011,4.5,99.0,81.33
Movemind,standalone,Robert New,['Short Stories'],234,May 31st 2018,2018,4.5,95.0,13.46
The Silver Horn Echoes: A Song of Roland,standalone,Michael Eging,"['Historical Fiction', 'Medieval', 'Fantasy', 'Adventure']",334,July 22nd 2017,2017,4.5,98.0,3.39
Wrapped in Pleasure: Delaney's Desert Sheikh / Seduced by a Stranger,The Westmorelands,Brenda Jackson,"['Romance', 'Harlequin', 'African American Romance', 'Fiction', 'Contemporary Romance', 'Contemporary', 'Erotica', 'Interracial Romance']",368,December 22nd 2009,2009,4.5,97.0,5.25
Fall of Knight,A Knight's Tale,Steven Cross,"['Young Adult', 'Dark', 'Thriller', 'Mental Illness', 'Fiction']",212,April 7th 2015,2015,4.5,99.0,27.29
The Complete Works,standalone,William Shakespeare,"['Classics', 'Poetry', 'Fiction', 'Plays', 'Drama', 'Literature', 'Reference', 'Theatre', 'Classic Literature', 'Historical Fiction']",1248,09/08/90,1990,4.5,98.0,4.44
"Meditation's Secret Treasure, Awakening to the Mystic World (American Tao #1)",standalone,Steven Strasnick,['Philosophy'],191,June 3rd 2016,2016,4.5,100.0,19.06
Crime And Punishment; The Gambler; Notes From The Underground,standalone,Fyodor Dostoyevsky,"['Fiction', 'Classics', 'Russia', 'Literature', 'Psychology']",696,January 1st 1994,1994,4.5,95.0,1.65
The Red Gloves Collection,The Red Gloves,Karen Kingsbury,"['Christian Fiction', 'Christmas', 'Christian', 'Fiction', 'Holiday', 'Chick Lit']",640,October 10th 2006,2006,4.5,98.0,11.64
Days of the Living Christ (Volume 1),standalone,W. Cleon Skousen,"['Religion', 'Lds', 'Church', 'Nonfiction']",470,July 1992,1992,4.5,98.0,5.54
Grandma! Can I Get a Dog?,standalone,Barry Jordan Jr.,"['Picture Books', 'Childrens']",28,December 1st 2012,2012,4.5,91.0,174.32
Evoke,Lake Haven,Danielle Simmons,"['Book Club', 'Fiction', 'Contemporary', 'Drama', 'Novels', 'Romance', 'New Adult', 'Fantasy']",300,November 2018,2018,4.5,99.0,15.65
Decolonize Your Diet: Plant-Based Mexican-American Recipes for Health and Healing,standalone,Luz Calvo,"['Cookbooks', 'Food', 'Nonfiction', 'Cooking', 'History', 'Self Help', 'Food and Drink', 'Race', 'Reference', 'Health']",256,October 13th 2015,2015,4.5,97.0,23.19
The Secret Behind the Cross and Crucifix,standalone,Nwaocha Ogechukwu,"['Historical', 'Religion']",144,March 3rd 2009,2009,4.5,90.0,1.15
"Forever, Christian",standalone,Tina Traverse,"['Family', 'Nonfiction']",46,December 13th 2012,2012,4.5,94.0,9.59
The Daughter of Smoke and Bone Trilogy,Daughter of Smoke & Bone,Laini Taylor,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Paranormal', 'Young Adult Fantasy', 'Urban Fantasy', 'Science Fiction Fantasy', 'Teen', 'Young Adult Romance']",1584,October 21st 2014,2014,4.5,97.0,52.30
Hear Me Roar,standalone,V. Pain,['Poetry'],90,September 6th 2012,2012,4.5,100.0,11.98
Out of the Storm: Grappling with God in the Book of Job,standalone,Christopher Ash,"['Theology', 'Nonfiction', 'Christian', 'Old Testament']",111,September 1st 2004,2004,4.5,98.0,4.85
The Raj Quartet,The Raj Quartet,Paul Scott,"['Fiction', 'India', 'Historical Fiction', 'Historical', 'Novels', 'Classics', 'Literature', 'Audiobook', 'Literary Fiction', 'British Literature']",1985,1979,1979,4.49,97.0,4.28
The Invisible Life of Addie LaRue,standalone,V.E. Schwab,"['Fantasy', 'Historical Fiction', 'Fiction', 'Adult', 'Romance', 'Historical', 'Paranormal', 'Adult Fiction', 'LGBT', 'Young Adult']",448,October 6th 2020,2020,4.49,97.0,16.04
Felix Ever After,standalone,Kacen Callender,"['Young Adult', 'Contemporary', 'LGBT', 'Romance', 'Queer', 'Fiction', 'Audiobook', 'Young Adult Contemporary', 'Transgender', 'Realistic Fiction']",368,May 5th 2020,2020,4.49,99.0,15.99
"Have Courage, Be Kind: The Tale of Cinderella",standalone,Brittany Candau,"['Fantasy', 'Fairy Tales', 'Romance', 'Cinderella', 'Childrens', 'Classics', 'Fairy Tale Retellings', 'Retellings', 'Fiction', 'Middle Grade']",279,January 27th 2015,2015,4.49,97.0,5.20
Astonishing X-Men Omnibus,Astonishing X-Men (2004),Joss Whedon,"['Comics', 'Graphic Novels', 'Marvel', 'X Men', 'Graphic Novels Comics', 'Comic Book', 'Superheroes', 'Fiction', 'Science Fiction', 'Fantasy']",672,October 7th 2009,2009,4.49,98.0,71.29
Lady Carliss and the Waters of Moorue,The Knights of Arrethtrae,Chuck Black,"['Fantasy', 'Christian Fiction', 'Christian', 'Young Adult', 'Fiction', 'Medieval', 'Middle Grade', 'Adventure', 'Christian Fantasy', 'Childrens']",208,March 16th 2010,2010,4.49,97.0,8.77
Undoing Border Imperialism,Anarchist Intervention Series,Harsha Walia,"['Nonfiction', 'Politics', 'Activism', 'Race', 'Social Justice', 'Feminism', 'Theory', 'Philosophy', 'Academic', 'History']",340,February 15th 2014,2014,4.49,97.0,14.18
The Mitford Years Boxed Set Volumes 1-3,Mitford Years,Jan Karon,"['Fiction', 'Christian Fiction', 'Christian']",0,November 1st 1997,1997,4.49,97.0,5.18
"The Element of Lavishness: Letters of Sylvia Townsend Warner & William Maxwell, 1938-1978",standalone,Sylvia Townsend Warner,"['Nonfiction', 'Literature', 'Literary Criticism', 'Biography']",340,2001,2001,4.49,96.0,7.12
Heaven to Betsy / Betsy in Spite of Herself,Betsy-Tacy,Maud Hart Lovelace,"['Classics', 'Fiction', 'Historical Fiction', 'Young Adult', 'Childrens', 'Middle Grade', 'Childrens Classics', 'Historical', 'American', '20th Century']",704,September 29th 2009,2009,4.49,98.0,16.01
Proverbs for Parenting: A Topical Guide for Child Raising from the Book of Proverbs/King James Version,standalone,Barbara Decker,['Parenting'],308,December 1st 1989,1989,4.49,97.0,12.59
Three Comrades,standalone,Erich Maria Remarque,"['Classics', 'Fiction', 'German Literature', 'Historical Fiction', 'War', 'Germany', 'Literature', 'Novels', 'Historical', 'Drama']",496,January 27th 1998,1998,4.49,98.0,4.87
Absolute Surrender,standalone,Andrew Murray,"['Christian', 'Christian Living', 'Nonfiction', 'Theology', 'Faith', 'Christianity', 'Spirituality', 'Classics', 'Religion', 'Audiobook']",127,July 1st 2005,2005,4.49,98.0,2.08
NEKOMONOGATARI (WHITE): Cat Tale,Monogatari,NisiOisiN,"['Light Novel', 'Fantasy', 'Manga', 'Comedy', 'Fiction', 'Japanese Literature', 'Audiobook', 'Young Adult', 'Supernatural', 'Drama']",280,February 27th 2018,2018,4.49,99.0,8.80
Snake and Bacon's Cartoon Cabaret,standalone,Michael Kupperman,"['Comics', 'Graphic Novels', 'Humor', 'Fiction']",132,September 1st 2000,2000,4.49,98.0,11.02
The RN Diaries,The Naughty Nurse,Dolyn Keys,"['Erotica', 'Romance']",294,July 30th 2015,2015,4.49,97.0,3.22
The Flute of God,standalone,Paul Twitchell,['Spirituality'],184,July 1st 1997,1997,4.49,93.0,9.07
A Life Too Short: The Tragedy of Robert Enke,standalone,Ronald Reng,"['Sports', 'Nonfiction', 'Biography', 'Football', 'Soccer', 'Germany', 'Mental Health', 'Biography Memoir', 'Psychology', 'Autobiography']",400,September 1st 2011,2011,4.49,98.0,1.10
Heir of Novron,The Riyria Revelations,Michael J. Sullivan,"['Fantasy', 'Epic Fantasy', 'Fiction', 'Audiobook', 'Adventure', 'High Fantasy', 'Magic', 'Science Fiction Fantasy', 'Epic', 'Adult']",932,January 31st 2012,2012,4.49,98.0,4.71
